Handle,Name,Status,Address Line 1,Address Line 2,Postal/ZIP Code,City,State/Province/Region,Country,Phone,Email,Website,Image URL,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Page Title,Page Description,Meta Title,Meta Description,Latitude,Longitude,Priority,Name - FR,Page Title - FR,Page Description - FR,Name - ZH-CN,Page Title - ZH-CN,Page Description - ZH-CN,Name - ES,Page Title - ES,Page Description - ES, Tags,Custom Brands,Custom Brands - FR,Custom Brands - ZH-CN,Custom Brands - ES,Custom Button title 1,Custom Button title 1 - FR,Custom Button title 1 - ZH-CN,Custom Button title 1 - ES,Custom Button URL 1,Custom Button URL 1 - FR,Custom Button URL 1 - ZH-CN,Custom Button URL 1 - ES,Custom Button title 2,Custom Button title 2 - FR,Custom Button title 2 - ZH-CN,Custom Button title 2 - ES,Custom Button URL 2,Custom Button URL 2 - FR,Custom Button URL 2 - ZH-CN,Custom Button URL 2 - ES
timepiece-collection,TIMEPIECE COLLECTION,TRUE,58 East Palisade Avenue,"",7631,Englewood,New Jersey,USA,(+1) 201-894-1825,,,,,,,,,,,TIMEPIECE COLLECTION,"",TIMEPIECE COLLECTION,"",40.8926834,-73.973315,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
times-circle-pacific-mall,TIMES CIRCLE - PACIFIC MALL,TRUE,4300 STEELES AVE. E UNIT E21,"",L3R 0Y9,Markham,Ontario,Canada,(+1) 905-604-3199,,,,,,,,,,,TIMES CIRCLE - PACIFIC MALL,"",TIMES CIRCLE - PACIFIC MALL,"",43.826197,-79.3062686,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/LONGINES"">LONGINES</A>,","","","",,"","","",,"","","",,"","","",,"","",""
topper,TOPPER,TRUE,1315 Burlingame Ave.,"",94010,Burlingame,California,USA,(+1) 650-347-2221,,,,,,,,,,,TOPPER,"",TOPPER,"",37.5781027,-122.347307,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
touch-of-gold,TOUCH OF GOLD,TRUE,5490 Spring Garden Rd,"",B3J 1G4,Halifax,Nova Scotia,Canada,(+1) 902-423-5600,,https://touchofgold.ca?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,TOUCH OF GOLD,"",TOUCH OF GOLD,"",44.642889,-63.5763579,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/ROLEX"">ROLEX</A>, <a href=""https://watchdna.com/blogs/history/TUDOR"">TUDOR</A>,<a href=""https://watchdna.com/blogs/history/OMEGA"">OMEGA</A>,<a href=""https://watchdna.com/blogs/history/BREITLING"">BREITLING</A>, <a href=""https://watchdna.com/blogs/history/TAG-HEUER"">TAG-HEUER</A>,","","","",,"","","",,"","","",,"","","",,"","",""
tourneau,TOURNEAU,TRUE,510 Madison Avenue,"",10022,New York,New York,USA,(+1) 212-758-5830,,,,,,,,,,,TOURNEAU,"",TOURNEAU,"",40.7597022,-73.9746995,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
tourneau-2,TOURNEAU,TRUE,12 East 57Th Street,"",10022,New York,New York,USA,(+1) 212-758-7300,,,,,,,,,,,TOURNEAU,"",TOURNEAU,"",40.7623385,-73.972965,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
tourneau-3,TOURNEAU,TRUE,1095 Avenue Of The Americas,"",10018,New York,New York,USA,(+1) 212-278-8041,,,,,,,,,,,TOURNEAU,"",TOURNEAU,"",40.7546229,-73.98476,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
tourneau-time-dome,TOURNEAU TIME DOME,TRUE,3500 Las Vegas Blvd #F-07,"",89109,Las Vegas,Nevada,USA,(+1) 702-732-8463,,,,,,,,,,,TOURNEAU TIME DOME,"",TOURNEAU TIME DOME,"",36.1174528,-115.1766881,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
tourneau-walt-whitman-mall,TOURNEAU WALT WHITMAN MALL,TRUE,160 Walt Whitman Road,"",11746,Huntington Station,New York,USA,(+1) 631-427-2649,,,,,,,,,,,TOURNEAU WALT WHITMAN MALL,"",TOURNEAU WALT WHITMAN MALL,"",40.8202445,-73.4091999,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
trezar-fine-jewelry,TREZAR FINE JEWELRY,TRUE,123 US-206,"",7930,Chester,New Jersey,USA,,,,,,,,,,,,TREZAR FINE JEWELRY,"",TREZAR FINE JEWELRY,"",40.7806863,-74.6977995,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
tripp-company-jewelers,TRIPP & COMPANY JEWELERS,TRUE,"Forest Boulevard Suite 310, 145","",30534,Dawsonville,Georgia,USA,,,https://www.trippandcompanyjewelers.com/#utm_source=google&utm_medium=local&utm_campaign=Dawsonville/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,TRIPP & COMPANY JEWELERS,"",TRIPP & COMPANY JEWELERS,"",34.3515242,-84.0452459,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
uhren-juwelen-winkler,UHREN & JUWELEN WINKLER,TRUE,Maisengasse 6,"",6500,Landeck,North Rhine–Westphalia,Austria,(+43)5442-62778,juwelen@uhren-winkler.at,juwelier-winkler.com/uhren/fortis-uhren-jetzt-online-shoppen/,,,,,,,,,UHREN & JUWELEN WINKLER,"",UHREN & JUWELEN WINKLER,"",47.1369132,10.5675417,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
uhren-atelier,UHREN-ATELIER,TRUE,Schössergasse 23,"",1067,Dresden,Saxony,Germany,(+49)-351-4977-63-36,info@uhren-dresden.de,www.uhren-dresden.de,,,,,,,,,UHREN-ATELIER,"",UHREN-ATELIER,"",51.0519212,13.7382746,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
uhrmachermeister-h-bner,UHRMACHERMEISTER HÜBNER,TRUE,Schmidtgasse 16,"",4600,Wels,Upper Austria,Austria,(+43)7242-211717,wels@uhrenhuebner.at,www.zeit.at/,,,,,,,,,UHRMACHERMEISTER HÜBNER,"",UHRMACHERMEISTER HÜBNER,"",48.1576352,14.0256395,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
uhrsachen-nil-tick-different,UHRSACHEN – TICK DIFFERENT,TRUE,Kramgasse 19,"",3011,Bern,Bern,Switzerland,(+41)31-318-01-18,,https://www.uhrsachen.ch/,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/startseite-15-atelier-2.webp?v=1753478137,,,,,,,,UHRSACHEN – TICK DIFFERENT,"Wir sind fasziniert von den Menschen, die diese Uhren erschaffen und den Geschichten, die sie einzigartig machen. Die Auflistung unserer Uhren-Marken zeigt, welche Menschen wir mögen und welche Geschichten uns begeistern.",UHRSACHEN – TICK DIFFERENT,"Wir sind fasziniert von den Menschen, die diese Uhren erschaffen und den Geschichten, die sie einzigartig machen. Die Auflistung unserer Uhren-Marken zeigt, welche Menschen wir mögen und welche Geschichten uns begeistern.",46.947806,7.4512043,1,"","","","","","","","","",FORTIS,"<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",Instagram,"","","",https://www.instagram.com/tickdifferent_uhrsachen/,"","","",,"","","",,"","",""
uhrzeit-org-by-juwelier-werning,UHRZEIT.ORG BY JUWELIER WERNING,TRUE,Große Str. 41,"",22926,Ahrensburg,Schleswig‑Holstein,Germany,(+49)-40-24424940,shop@uhrzeit.org,www.uhrzeit.org/,,,,,,,,,UHRZEIT.ORG BY JUWELIER WERNING,"",UHRZEIT.ORG BY JUWELIER WERNING,"",53.6735376,10.2395728,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
uhrzeit-org-gmbh-showroom,UHRZEIT.ORG GMBH SHOWROOM,TRUE,Holzbrücke 7,"",20459,Hamburg,Hamburg,Germany,(+49)-40-24424940,shop@uhrzeit.org,www.uhrzeit.org/,,,,,,,,,UHRZEIT.ORG GMBH SHOWROOM,"",UHRZEIT.ORG GMBH SHOWROOM,"",53.5462486,9.9893933,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
unicorn-jewelry-watch-boutique,UNICORN JEWELRY & WATCH BOUTIQUE,TRUE,"Bernardo Center Drive, 16781","",92128,San Diego,California,USA,,,http://www.unicornjewelry.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,UNICORN JEWELRY & WATCH BOUTIQUE,"",UNICORN JEWELRY & WATCH BOUTIQUE,"",33.0189781,-117.0733339,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
universal-watch-repair,UNIVERSAL WATCH REPAIR,TRUE,177 S Old Woodward Ave,"",48009,Birmingham,Michigan,USA,,,,,,,,,,,,UNIVERSAL WATCH REPAIR,"",UNIVERSAL WATCH REPAIR,"",42.5461487,-83.2134113,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/CHARRIOL"">CHARRIOL</A>","","","",,"","","",,"","","",,"","","",,"","",""
v-couture,V COUTURE,TRUE,123 West Indiana Avenue,"",43551,Perrysburg,Ohio,USA,(+1) 419-874-5000,valentine@vcouture.com,,,,,,,,,,V COUTURE,"",V COUTURE,"",41.5569229,-83.6289984,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>","","","",,"","","",,"","","",,"","","",,"","",""
valliani-j,VALLIANI J.,TRUE,14400 BEAR VALLEY RD,"",92392,Victorville,California,USA,(+1) 760-305-9786,,,,,,,,,,,VALLIANI J.,"",VALLIANI J.,"",34.4736474,-117.3478756,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>","","","",,"","","",,"","","",,"","","",,"","",""
valliani-j-reno,VALLIANI J. -RENO,TRUE,"5000 Meadowood Mall Cir, C-112","",89502,Reno,Nevada,USA,(+1) 775-410-0786,,,,,,,,,,,VALLIANI J. -RENO,"",VALLIANI J. -RENO,"",39.4743874,-119.7823613,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/MOVADO"">MOVADO</A>, <a href=""https://watchdna.com/blogs/history/BULOVA"">BULOVA</A>","","","",,"","","",,"","","",,"","","",,"","",""
van-dome-jewellery,VAN DOME JEWELLERY,TRUE,"Unit 34A, 2901 Bayview Ave","",M2K 2S3,North York,Ontario,Canada,(+1) 416-520-5190,,https://www.vandomejewellery.ca/?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,VAN DOME JEWELLERY,"",VAN DOME JEWELLERY,"",43.7685177,-79.3867118,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>,","","","",,"","","",,"","","",,"","","",,"","",""
venetzia-fine-jewelry,VENETZIA FINE JEWELRY,TRUE,"The Grand Canal Shops, 3355 Las Vegas Blvd. South 103","",89109,Las Vegas,Nevada,USA,(+1) 702-893-0080,,,,,,,,,,,VENETZIA FINE JEWELRY,"",VENETZIA FINE JEWELRY,"",36.1220548,-115.16961,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>, <a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
victoria-jewellers,VICTORIA JEWELLERS,TRUE,3665 quance st,"",S4V 3A4,Regina,Saskatchewan,Canada,(+1) 306-352-4001,,http://victoriajewellers.com?utm_source=WatchDNA.com&utm_medium=Store+locator,,,,,,,,,VICTORIA JEWELLERS,"",VICTORIA JEWELLERS,"",50.4431794,-104.5313092,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>,","","","",,"","","",,"","","",,"","","",,"","",""
victoria-marie-jewelers,VICTORIA MARIE JEWELERS,TRUE,"E. Mainstreet, 18595 Unit 130","",80134,Parker,Colorado,USA,,,http://www.vmjewelers.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,VICTORIA MARIE JEWELERS,"",VICTORIA MARIE JEWELERS,"",39.5191287,-104.7724427,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
vintage-watch-co,VINTAGE WATCH CO,TRUE,160 Queen St,"",4000,Brisbane,Queensland,Australia,(+61)-7-3210-6722,brisbane@vintagewatchco.com.au,vintagewatchco.com.au,,,,,,,,,VINTAGE WATCH CO,"",VINTAGE WATCH CO,"",-27.4689828,153.0253767,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
wamada-jewellery,WAMADA JEWELLERY,TRUE,"406 Sussex Street, Haymarket", ,2000,Haymarket,New South Wales,Australia,(+61)-02-92818182,,wamadajewellery.com.au/collections/fortis,,,,,,,,,WAMADA JEWELLERY,"We are a family-owned business based in Sydney Haymarket since 1985 and renowned for our quality jewellery. Our passion leads us to go beyond expectations,  and we continuously seek new ideas to excel. Whether you are seeking a delicate necklace, an exquisite ring or an elegant bracelet, our jewellery in Australia is designed to captivate and charm.

Luxury watches in Australia also find their place of honour at Wamada Jewellery. We proudly offer a range of internationally acclaimed brands, such as Grand Seiko, Bell & Ross and Frederique Constant. Our watch collection is a reflection of our commitment to craftsmanship and sophistication, ensuring every timepiece is not just an accessory but a legacy that you will want to pass down to future generations.",WAMADA JEWELLERY,"We are a family-owned business based in Sydney Haymarket since 1985 and renowned for our quality jewellery. Our passion leads us to go beyond expectations,  and we continuously seek new ideas to excel. Whether you are seeking a delicate necklace, an exquisite ring or an elegant bracelet, our jewellery in Australia is designed to captivate and charm.

Luxury watches in Australia also find their place of honour at Wamada Jewellery. We proudly offer a range of internationally acclaimed brands, such as Grand Seiko, Bell & Ross and Frederique Constant. Our watch collection is a reflection of our commitment to craftsmanship and sophistication, ensuring every timepiece is not just an accessory but a legacy that you will want to pass down to future generations.",-33.8780997,151.2048838,1,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",Instagram,"","","",https://www.instagram.com/wamadajewellery1985/,"","","",,"","","",,"","",""
watch-clock-junction,WATCH & CLOCK JUNCTION,TRUE,"Merle Hay Road, 5785","",50131,Johnston,Iowa,USA,,wcjunction@gmail.com,https://watchandclockjunctionia.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,WATCH & CLOCK JUNCTION,"",WATCH & CLOCK JUNCTION,"",41.6653049,-93.6970606,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
watch-connection,WATCH CONNECTION,TRUE,"Bristol Street, 3033","",92626,Costa Mesa,California,USA,,,https://www.watchconnection.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,WATCH CONNECTION,"",WATCH CONNECTION,"",33.6817707,-117.8867123,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
watch-de-luxe,WATCH DE LUXE,TRUE,KEREPESI ÚT 9.  / 1st. flr.,"",1087,Budapest,District VIII,Hungary,(+36)1-324-7038,arena@wdl.hu,www.watchdeluxe.sk,,,,,,,,,WATCH DE LUXE,"",WATCH DE LUXE,"",47.4978428,19.0918879,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
watch-warehouse,WATCH WAREHOUSE,TRUE,"#107, 2323 – 32 Ave. NE,","",T2E 6Z3,Calgary,Alberta,Canada,(+1) 403-291-0617,info@watchwarehouse.ca,https://www.watchwarehouse.ca/?utm_source=Jeweller%27s+network&utm_medium=referral,https://cdn.shopify.com/s/files/1/0755/6235/2943/files/Watch_Warehouse.webp?v=1715017912,,,,,,,,WATCH WAREHOUSE,"AT WATCH WAREHOUSE, EVERY TIMEPIECE WE OFFER IS GUARANTEED TO BE BOTH BRAND NEW AND AUTHENTIC.

AS AN AUTHORIZED DEALER FOR ALL THE WATCHES WE CARRY, OUR COMMITMENT TO QUALITY AND AUTHENTICITY IS UNWAVERING.",WATCH WAREHOUSE,"AT WATCH WAREHOUSE, EVERY TIMEPIECE WE OFFER IS GUARANTEED TO BE BOTH BRAND NEW AND AUTHENTIC.

AS AN AUTHORIZED DEALER FOR ALL THE WATCHES WE CARRY, OUR COMMITMENT TO QUALITY AND AUTHENTICITY IS UNWAVERING.",51.0810861,-114.0058619,1,"","","","","","","","","","CASIO, CITIZEN, HAMILTON, RADO, SEIKO, TISSOT","<a href=""https://watchdna.com/blogs/history/CASIO"">CASIO</A>, <a href=""https://watchdna.com/blogs/history/CITIZEN"">CITIZEN</A>, <a href=""https://watchdna.com/blogs/history/HAMILTON"">HAMILTON</A>, <a href=""https://watchdna.com/blogs/history/RADO"">RADO</A>, <a href=""https://watchdna.com/blogs/history/SEIKO"">SEIKO</A>, <a href=""https://watchdna.com/blogs/history/TISSOT"">TISSOT</A>","","","",Instagram,"","","",https://www.instagram.com/watchwarehouseco/,"","","",,"","","",,"","",""
watch-works,WATCH WORKS,TRUE,"11467 South St., Ste B-3","",90703,Cerritos,California,USA,(+1) 562-468-1128,watchworkscerritos@gmail.com,,,,,,,,,,WATCH WORKS,"",WATCH WORKS,"",33.8595544,-118.0897571,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/UBOAT"">U-BOAT</A>","","","",,"","","",,"","","",,"","","",,"","",""
watchmaker-s-shop,WATCHMAKER'S SHOP,TRUE,"Page Avenue, 1","",28801,Asheville,North Carolina,USA,,thewatchmakersshop@gmail.com,http://www.thewatchmakersshop.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,WATCHMAKER'S SHOP,"",WATCHMAKER'S SHOP,"",35.5956462,-82.5566249,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
watchmann,WATCHMANN,TRUE,317 S. Division St #14,"",48104,Ann Arbor,Michigan,USA,(+1) 877-252-6786,,,,,,,,,,,WATCHMANN,"",WATCHMANN,"",42.2788176,-83.7438193,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/JUNGHANS"">JUNGHANS</A>","","","",,"","","",,"","","",,"","","",,"","",""
watcho,WATCHO,TRUE,6 George Street,"",TW91JY,Richmond,London Borough of Richmond upon Thames,United Kingdom,(+44)-1908-983-500,,www.watcho.co.uk/watches/FORTIS.html,,,,,,,,,WATCHO,"",WATCHO,"",51.4599169,-0.3058841,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
watchtime,WATCHTIME,TRUE,2673 Paris Amour Street,"",89044,Henderson,Nevada,USA,(+1) 702-637-6705,,,,,,,,,,,WATCHTIME,"",WATCHTIME,"",35.9294448,-115.0858467,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
watchworks,WATCHWORKS,TRUE,"Shops At Mission Viejo, 332","",92691,Mission Viejo,California,USA,,,http://www.watchworksus.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,WATCHWORKS,"",WATCHWORKS,"",33.5586789,-117.6685905,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
watchworks-2,WATCHWORKS,TRUE,2705 SE Ash Street Suite 1,"",97214,Portland,Oregon,USA,(+1) 503-223-1368,,,,,,,,,,,WATCHWORKS,"",WATCHWORKS,"",45.5216205,-122.6381722,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
westime,WESTIME,TRUE,216 North Rodeo Drive,"",90210,Beverly Hills,California,USA,(+1) 310-271-0000,,,,,,,,,,,WESTIME,"",WESTIME,"",34.0674185,-118.4005172,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
westime-2,WESTIME,TRUE,8569 W. Sunset Blvd,"",90069,Los Angeles,California,USA,(+1) 310-289-0808,,,,,,,,,,,WESTIME,"",WESTIME,"",34.0931565,-118.3786558,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
westime-3,WESTIME,TRUE,1227 Prospect St.,"",92037,La Jolla,California,USA,(+1) 858-459-2222,,,,,,,,,,,WESTIME,"",WESTIME,"",32.8487696,-117.2718735,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
westime-4,WESTIME,TRUE,206 North Rodeo Drive,"",90210,Beverly Hills,California,USA,,,,,,,,,,,,WESTIME,"",WESTIME,"",34.0681076,-118.4013284,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
white-box-jewelers,WHITE BOX JEWELERS,TRUE,55 Congress St. Unit 2,"",3801,Portsmouth,New Hampshire,USA,(+1) 603-817-8388,,,,,,,,,,,WHITE BOX JEWELERS,"",WHITE BOX JEWELERS,"",43.0766987,-70.7589567,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/JUNGHANS"">JUNGHANS</A>","","","",,"","","",,"","","",,"","","",,"","",""
wilgenbus,WILGENBUS,TRUE,Goldstraße 10,"",46325,Borken,North Rhine-Westphalia,Germany,(+49)-2861-23-94,info@juwelier-wilgenbus.de,www.juwelier-wilgenbus.de,,,,,,,,,WILGENBUS,"",WILGENBUS,"",51.8427487,6.8579053,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FORTIS"">FORTIS</A>","","","",,"","","",,"","","",,"","","",,"","",""
william-barthman,WILLIAM BARTHMAN,TRUE,"Kings Highway, 1118","",11229,New York,New York,USA,,,http://www.williambarthman.com/?utm_source=Jewellers&utm_medium=referal,,,,,,,,,WILLIAM BARTHMAN,"",WILLIAM BARTHMAN,"",40.6072289,-73.9612325,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/FREDERIQUE-CONSTANT"">FREDERIQUE CONSTANT</A>","","","",,"","","",,"","","",,"","","",,"","",""
william-wallace-roberts,WILLIAM WALLACE ROBERTS,TRUE,"230 E Flamingo Rd, #436","",89169,Las Vegas,Nevada,USA,(+1) 407-721-5449,,,,,,,,,,,WILLIAM WALLACE ROBERTS,"",WILLIAM WALLACE ROBERTS,"",36.1164432,-115.1620366,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/G-SHOCK"">G-SHOCK</A>","","","",,"","","",,"","","",,"","","",,"","",""
wilson-son-jewelers,WILSON & SON JEWELERS,TRUE,18 Chase Road,"",10583,Scarsdale,New York,USA,(+1) 914-723-0327,,,,,,,,,,,WILSON & SON JEWELERS,"",WILSON & SON JEWELERS,"",40.9891102,-73.8065872,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>","","","",,"","","",,"","","",,"","","",,"","",""
windsor-jewelers,WINDSOR JEWELERS,TRUE,6809-D Phillips Place Court,"",28210,Charlotte,North Carolina,USA,(+1) 704-556-7747,,,,,,,,,,,WINDSOR JEWELERS,"",WINDSOR JEWELERS,"",35.14659,-80.82718,,"","","","","","","","","","","<a href=""https://watchdna.com/blogs/history/BELL-ROSS"">BELL & ROSS</A>, <a href=""https://watchdna.com/blogs/history/NORQAIN"">NORQAIN</A>","","","",,"","","",,"","","",,"","","",,"","",""
